,0
Annual return,0.1269545809759065
Cumulative returns,0.25744005984991425
Annual volatility,0.2198865174502706
Sharpe ratio,0.6552723450769943
Calmar ratio,0.5442154291494673
Stability,0.3735814107076581
Max drawdown,-0.2332800104074939
Omega ratio,1.1327627723933915
Sortino ratio,0.9013530792074153
Skew,
Kurtosis,
Tail ratio,0.9756227410707439
Daily value at risk,-0.027131329158782986
Alpha,0.0
Beta,1.0
