,date,account_value
131,2019-07-11,1060016.3742361225
132,2019-07-12,1065045.3175015468
133,2019-07-15,1071290.2578445105
134,2019-07-16,1068944.374214288
135,2019-07-17,1065119.7004042561
136,2019-07-18,1072844.1922433728
137,2019-07-19,1062490.9969099597
138,2019-07-22,1078206.4122824096
139,2019-07-23,1083741.6524191936
140,2019-07-24,1083151.0913266588
141,2019-07-25,1077421.6691492521
142,2019-07-26,1079932.104003784
143,2019-07-29,1086728.9025335077
144,2019-07-30,1083547.3857495035
145,2019-07-31,1098682.0995570372
146,2019-08-01,1082179.6486749575
147,2019-08-02,1066284.510416523
148,2019-08-05,1027534.4958524331
149,2019-08-06,1040897.6999499102
150,2019-08-07,1048393.9531193573
151,2019-08-08,1064639.3326681505
152,2019-08-09,1058387.8250480061
153,2019-08-12,1056462.5789882508
154,2019-08-13,1088633.4891117606
155,2019-08-14,1064901.8046022623
156,2019-08-15,1061019.138436128
157,2019-08-16,1079406.6890099691
158,2019-08-19,1094373.1037119606
159,2019-08-20,1094407.0515389913
160,2019-08-21,1103380.7529171496
161,2019-08-22,1102662.1557889862
162,2019-08-23,1063499.238623229
163,2019-08-26,1078941.389061967
164,2019-08-27,1069530.106263499
165,2019-08-28,1075089.6175682999
166,2019-08-29,1089305.1355810682
167,2019-08-30,1088190.0807360895
168,2019-09-03,1075611.939622094
169,2019-09-04,1090127.1254117158
170,2019-09-05,1107239.5975669671
171,2019-09-06,1107150.0375478
172,2019-09-09,1110998.4312126148
173,2019-09-10,1121769.264961036
174,2019-09-11,1151281.3377218074
175,2019-09-12,1149121.426391039
176,2019-09-13,1130308.407023481
177,2019-09-16,1135314.9931710574
178,2019-09-17,1138815.884563608
179,2019-09-18,1147934.3642563813
180,2019-09-19,1139906.3280481752
181,2019-09-20,1125504.3065174595
182,2019-09-23,1129936.0555301998
183,2019-09-24,1125243.8018299863
184,2019-09-25,1140418.0038717869
185,2019-09-26,1135218.8434104573
186,2019-09-27,1130312.1395192998
187,2019-09-30,1154024.156712195
188,2019-10-01,1156889.2648530256
189,2019-10-02,1130677.4441731877
190,2019-10-03,1139375.7454139444
191,2019-10-04,1168316.065091701
192,2019-10-07,1168545.5356356055
193,2019-10-08,1155971.616078666
194,2019-10-09,1168457.5816150792
195,2019-10-10,1183061.463609568
196,2019-10-11,1212425.8508519283
197,2019-10-14,1210779.8913160218
198,2019-10-15,1208107.503246937
199,2019-10-16,1203472.1323779626
200,2019-10-17,1207923.322739881
201,2019-10-18,1213480.1235692687
202,2019-10-21,1233758.1737118596
203,2019-10-22,1231017.7159631334
204,2019-10-23,1247101.0989839288
205,2019-10-24,1249103.652376068
206,2019-10-25,1264236.2225787623
207,2019-10-28,1276755.0328054854
208,2019-10-29,1247398.384415636
209,2019-10-30,1247238.7172653037
210,2019-10-31,1275435.3430715832
211,2019-11-01,1311631.7699439055
212,2019-11-04,1320244.8940872613
213,2019-11-05,1318348.1374027412
214,2019-11-06,1318911.9567560132
215,2019-11-07,1334133.3381340932
216,2019-11-08,1337784.3929354907
217,2019-11-11,1348377.928600033
218,2019-11-12,1347143.4459677562
219,2019-11-13,1360050.8253454186
220,2019-11-14,1350640.3289415042
221,2019-11-15,1366684.4876913724
222,2019-11-18,1373575.2086082736
223,2019-11-19,1369409.878377684
224,2019-11-20,1353468.764658411
225,2019-11-21,1347400.6628260007
226,2019-11-22,1346217.7818526702
227,2019-11-25,1369821.1087762807
228,2019-11-26,1359125.31951763
229,2019-11-27,1377380.4352373204
230,2019-11-29,1374346.542608413
231,2019-12-02,1358456.7139734912
232,2019-12-03,1334236.3831646887
233,2019-12-04,1346012.1666533719
234,2019-12-05,1365758.8235762864
235,2019-12-06,1392138.82627056
236,2019-12-09,1372649.5444931875
237,2019-12-10,1380671.7030117698
238,2019-12-11,1392447.644787751
239,2019-12-12,1395995.6545585531
240,2019-12-13,1414971.135768626
241,2019-12-16,1439191.4665774289
242,2019-12-17,1442019.7440070382
243,2019-12-18,1438574.462692236
244,2019-12-19,1440014.2439492173
245,2019-12-20,1437031.794691958
246,2019-12-23,1460480.7915006217
247,2019-12-24,1461869.1293859533
248,2019-12-26,1490872.1108851328
249,2019-12-27,1490306.392084292
250,2019-12-30,1499151.3279746627
251,2019-12-31,1510104.4923788554
252,2020-01-02,1544558.4135379554
253,2020-01-03,1529542.4890718763
254,2020-01-06,1541729.819533751
255,2020-01-07,1534479.3115899023
256,2020-01-08,1559162.6327435456
257,2020-01-09,1592279.1845270707
258,2020-01-10,1595878.637669522
259,2020-01-13,1629972.4552270796
260,2020-01-14,1607963.3979626938
261,2020-01-15,1601072.5187584953
262,2020-01-16,1621127.8359113035
263,2020-01-17,1639074.4496883976
264,2020-01-21,1627967.2717438529
265,2020-01-22,1633777.9984307212
266,2020-01-23,1641645.826834357
267,2020-01-24,1636914.7778029267
268,2020-01-27,1588782.45984062
269,2020-01-28,1633726.5550590723
270,2020-01-29,1667923.2593599276
271,2020-01-30,1665506.2123289148
272,2020-01-31,1591662.1806418784
273,2020-02-03,1587291.2352119905
274,2020-02-04,1639691.7701481848
275,2020-02-05,1653061.9815833902
276,2020-02-06,1672397.0915331133
277,2020-02-07,1649665.4527561818
278,2020-02-10,1657500.199114665
279,2020-02-11,1647500.3991026
280,2020-02-12,1686623.6372471517
281,2020-02-13,1674613.588558344
282,2020-02-14,1675025.7686807248
283,2020-02-18,1644356.1802274175
284,2020-02-19,1668170.1875438425
285,2020-02-20,1651057.1146747584
286,2020-02-21,1613686.5917741102
287,2020-02-24,1537038.5006139635
288,2020-02-25,1484977.4919306524
289,2020-02-26,1508533.6492396432
290,2020-02-27,1409927.1527502725
291,2020-02-28,1409102.3176436187
292,2020-03-02,1540285.7645197413
293,2020-03-03,1491369.13299891
294,2020-03-04,1560543.2145513054
295,2020-03-05,1509925.469445517
296,2020-03-06,1489874.267762441
297,2020-03-09,1372041.246409351
298,2020-03-10,1470853.9912472093
299,2020-03-11,1419772.3060727965
300,2020-03-12,1279568.4618371555
301,2020-03-13,1432864.8815883945
302,2020-03-16,1248538.136633116
303,2020-03-17,1303434.0708125269
304,2020-03-18,1271527.3879865357
305,2020-03-19,1261785.2796946077
306,2020-03-20,1181683.517992898
307,2020-03-23,1156580.8937884916
308,2020-03-24,1272609.835669678
309,2020-03-25,1265599.6869869027
310,2020-03-26,1332196.5347633357
311,2020-03-27,1277042.7505764908
312,2020-03-30,1313485.3933398894
313,2020-03-31,1310805.0353896827
314,2020-04-01,1241837.123042127
315,2020-04-02,1262558.354855018
316,2020-04-03,1244414.5151053867
317,2020-04-06,1352969.2099478757
318,2020-04-07,1337299.5589436118
319,2020-04-08,1371525.70468178
320,2020-04-09,1381422.4596632498
321,2020-04-13,1408535.3325443985
322,2020-04-14,1479668.0611145906
323,2020-04-15,1466163.3054766112
324,2020-04-16,1477812.4591273894
325,2020-04-17,1457761.4157316103
326,2020-04-20,1427504.0074006843
327,2020-04-21,1383381.1066810463
328,2020-04-22,1423225.8183270616
329,2020-04-23,1417710.6140244044
330,2020-04-24,1458637.6942099133
331,2020-04-27,1459668.6193777581
332,2020-04-28,1436008.9421762796
333,2020-04-29,1483173.3333151
334,2020-04-30,1514461.3502392762
335,2020-05-01,1490080.5161109287
336,2020-05-04,1511162.4846745522
337,2020-05-05,1533842.5217925373
338,2020-05-06,1549667.1360609375
339,2020-05-07,1565697.6821032309
340,2020-05-08,1602962.785663823
341,2020-05-11,1628184.916777752
342,2020-05-12,1609578.244970578
343,2020-05-13,1590144.838609181
344,2020-05-14,1599913.2225924744
345,2020-05-15,1590454.7651374536
346,2020-05-18,1627926.4336211286
347,2020-05-19,1618519.8943996488
348,2020-05-20,1649996.1149204113
349,2020-05-21,1637694.9758917193
350,2020-05-22,1648238.809344884
351,2020-05-26,1637074.8062605793
352,2020-05-27,1644207.2318805817
353,2020-05-28,1644930.921404209
354,2020-05-29,1643328.7373801153
355,2020-06-01,1663537.5932113833
356,2020-06-02,1671238.5868035795
357,2020-06-03,1680438.5611019765
358,2020-06-04,1665966.8283642945
359,2020-06-05,1713413.7623289402
360,2020-06-08,1723543.83278675
361,2020-06-09,1777968.2291072616
362,2020-06-10,1823709.4591553262
363,2020-06-11,1736155.056631012
364,2020-06-12,1751143.7556819415
365,2020-06-15,1772799.6739858694
366,2020-06-16,1819781.4015835114
367,2020-06-17,1817248.9631127077
368,2020-06-18,1817972.652636335
369,2020-06-19,1807583.782447307
370,2020-06-22,1854875.5948605188
371,2020-06-23,1894466.4136815353
372,2020-06-24,1861026.164374865
373,2020-06-25,1885731.6457501415
374,2020-06-26,1827792.7965658724
375,2020-06-29,1869916.053857692
376,2020-06-30,1885524.764252464
377,2020-07-01,1881958.551442463
378,2020-07-02,1881958.551442463
379,2020-07-06,1932299.9269270236
380,2020-07-07,1926304.478964111
381,2020-07-08,1971167.056224412
382,2020-07-09,1979643.499286479
383,2020-07-10,1983106.3504912904
384,2020-07-13,1973958.136139137
385,2020-07-14,2006623.0942632332
386,2020-07-15,2020422.8974235312
387,2020-07-16,1995562.4527841187
388,2020-07-17,1991531.0336071134
389,2020-07-20,2033499.3276347972
390,2020-07-21,2005434.1983726022
391,2020-07-22,2011067.8015737007
392,2020-07-23,1919533.7398186252
393,2020-07-24,1914778.6311179928
394,2020-07-27,1960158.0164042441
395,2020-07-28,1927958.4229344486
396,2020-07-29,1964913.1251048765
397,2020-07-30,1988688.3520334424
398,2020-07-31,2196875.878201523
399,2020-08-03,2252230.3706814465
400,2020-08-04,2267270.8296786207
401,2020-08-05,2275488.631296766
402,2020-08-06,2354876.833861881
403,2020-08-07,2301338.2132575153
404,2020-08-10,2334787.0100782434
405,2020-08-11,2265352.2293470614
406,2020-08-12,2340637.941738647
407,2020-08-13,2382060.4611649592
408,2020-08-14,2379937.6702197785
409,2020-08-17,2373724.102361074
410,2020-08-18,2393503.524754547
411,2020-08-19,2396506.5513604656
412,2020-08-20,2449682.8523411253
413,2020-08-21,2575918.238301108
414,2020-08-24,2606726.328139624
415,2020-08-25,2585341.872550705
416,2020-08-26,2620499.380746665
417,2020-08-27,2589173.5331584145
418,2020-08-28,2584979.552926999
419,2020-08-31,2672639.8496532617
420,2020-09-01,2779095.9715070697
421,2020-09-02,2721518.6505100187
422,2020-09-03,2503635.7108027386
423,2020-09-04,2505292.662231726
424,2020-09-08,2336702.7612384497
425,2020-09-09,2429903.5882349503
426,2020-09-10,2350579.333737978
427,2020-09-11,2319719.4839532184
428,2020-09-14,2389309.3862358346
429,2020-09-15,2393037.5269510564
430,2020-09-16,2322411.9508816744
431,2020-09-17,2285338.691525508
432,2020-09-18,2212849.1242421637
433,2020-09-21,2279953.7576685958
434,2020-09-22,2315784.303453021
435,2020-09-23,2218648.2959563234
436,2020-09-24,2241430.7449557143
437,2020-09-25,2325518.655667377
438,2020-09-28,2381024.9456654913
439,2020-09-29,2363005.994593493
440,2020-09-30,2398629.5005929437
441,2020-10-01,2418926.680736151
442,2020-10-02,2340844.9815236214
443,2020-10-05,2412920.310949719
444,2020-10-06,2343744.6465243497
445,2020-10-07,2383510.3728089724
446,2020-10-08,2381231.9854504657
447,2020-10-09,2422654.663164076
448,2020-10-12,2576539.6742306272
449,2020-10-13,2508192.3272324544
450,2020-10-14,2510056.318446417
451,2020-10-15,2500114.9264470856
452,2020-10-16,2465112.6980898567
453,2020-10-19,2402150.443235894
454,2020-10-20,2433838.7687351475
455,2020-10-21,2420583.632165138
456,2020-10-22,2397386.787021203
457,2020-10-23,2382681.8970944784
458,2020-10-26,2382888.9368794537
459,2020-10-27,2414991.341948656
460,2020-10-28,2303150.2862379365
461,2020-10-29,2388480.910521341
462,2020-10-30,2254686.0398130207
463,2020-11-02,2252821.890311761
464,2020-11-03,2287409.880811743
465,2020-11-04,2380817.7475932185
466,2020-11-05,2465319.8961621295
467,2020-11-06,2462519.1607222636
468,2020-11-09,2413348.636376433
469,2020-11-10,2406087.2066090647
470,2020-11-11,2479116.6918637767
471,2020-11-12,2473307.5480498825
472,2020-11-13,2474344.96299692
473,2020-11-16,2495921.895939454
474,2020-11-17,2477042.020257
475,2020-11-18,2448826.0432004007
476,2020-11-19,2461481.7457752265
477,2020-11-20,2434510.5400252338
478,2020-11-23,2362103.440423825
479,2020-11-24,2389489.517180254
480,2020-11-25,2407331.9779156717
481,2020-11-27,2418950.2655434604
482,2020-11-30,2469988.1051364983
