date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WBA,WMT,XOM
2019-01-29,-47.845211029052734,34.051876068115234,-93.48961639404297,-17.054622650146484,-95.93540954589844,100.0,-97.3149185180664,95.84185791015625,56.433349609375,-100.0,78.86471557617188,-68.36075592041016,-91.13858032226562,-100.0,37.23810958862305,-6.8275957107543945,63.14376449584961,-100.0,100.0,100.0,-100.0,45.17341995239258,100.0,63.67726135253906,100.0,-62.19911575317383,-86.99678802490234,-100.0,-100.0,100.0
2019-01-30,-100.0,-100.0,100.0,-100.0,100.0,-5.861006736755371,-100.0,-11.94470500946045,-93.05126953125,100.0,100.0,-61.96234130859375,-100.0,56.075592041015625,65.61615753173828,94.35301208496094,-4.022223472595215,-100.0,100.0,100.0,-5.699485778808594,97.30557250976562,-19.791152954101562,21.4992618560791,100.0,-100.0,-100.0,-100.0,-49.33757781982422,100.0
2019-01-31,12.725889205932617,100.0,-10.751748085021973,-100.0,43.621273040771484,-40.14756774902344,-100.0,77.70130157470703,96.26795959472656,100.0,100.0,100.0,-100.0,69.11756896972656,-19.562440872192383,64.4082260131836,27.96552848815918,-53.71788787841797,100.0,100.0,84.9776382446289,100.0,-60.22843551635742,68.14922332763672,-42.24652099609375,-75.71419525146484,-100.0,-100.0,-100.0,48.15076446533203
2019-02-01,-92.08734893798828,65.0234146118164,93.36658477783203,25.302207946777344,-100.0,-35.56539535522461,-97.21105194091797,30.248525619506836,100.0,68.11506652832031,100.0,-100.0,-100.0,-94.80445098876953,-100.0,-50.57060241699219,9.113969802856445,-33.164955139160156,100.0,53.979408264160156,83.26513671875,-16.129297256469727,-42.523597717285156,1.3379647731781006,100.0,-31.013595581054688,-22.54709815979004,-100.0,-24.733806610107422,100.0
2019-02-04,-100.0,-21.43866729736328,50.164669036865234,17.05213165283203,73.18827819824219,-46.178863525390625,-41.605831146240234,78.5973129272461,47.43285369873047,91.53582763671875,100.0,100.0,90.46111297607422,-79.052490234375,-49.73879623413086,-5.601652145385742,-30.989900588989258,-100.0,100.0,100.0,100.0,100.0,34.046485900878906,42.022438049316406,-100.0,-50.810302734375,-100.0,-100.0,-95.58096313476562,100.0
2019-02-05,100.0,100.0,20.25194549560547,10.123578071594238,0.5915611982345581,-58.11256790161133,52.770851135253906,100.0,-56.252838134765625,71.12210845947266,-34.27500534057617,-73.74491882324219,-100.0,4.654347896575928,-4.755180358886719,-100.0,-66.48793029785156,13.884425163269043,100.0,67.87873840332031,74.96070861816406,100.0,-100.0,-75.88047790527344,-58.50822830200195,-13.167834281921387,-42.14652633666992,31.527339935302734,-89.4488525390625,100.0
2019-02-06,-2.6304931640625,9.348633766174316,59.01233673095703,57.61956024169922,62.27535629272461,100.0,-100.0,100.0,100.0,100.0,100.0,64.3503189086914,-14.355683326721191,2.5228023529052734,-51.393245697021484,55.98225402832031,-31.281476974487305,-100.0,-29.031694412231445,2.5006532669067383,100.0,100.0,-11.594477653503418,-31.696670532226562,62.42998123168945,-81.98892211914062,26.325777053833008,-100.0,-100.0,100.0
2019-02-07,12.78216552734375,-8.005592346191406,57.84429931640625,-23.031116485595703,-100.0,100.0,-63.00333786010742,-100.0,6.838459014892578,100.0,80.50526428222656,-77.35910034179688,-66.73797607421875,-60.43560028076172,-42.63223648071289,-100.0,100.0,-100.0,100.0,100.0,100.0,100.0,100.0,-50.80231857299805,100.0,-95.73635864257812,100.0,-100.0,38.41517639160156,100.0
2019-02-08,-41.733642578125,99.44244384765625,100.0,-100.0,-56.51472091674805,33.51570129394531,-100.0,100.0,-100.0,-97.02595520019531,20.794992446899414,95.83106994628906,22.56881332397461,97.76415252685547,-100.0,1.6806755065917969,100.0,-97.6314697265625,100.0,-13.667238235473633,5.58693265914917,89.76008605957031,-34.61155700683594,100.0,-100.0,-100.0,-92.63914489746094,-100.0,-100.0,100.0
2019-02-11,-100.0,40.718955993652344,-44.45722198486328,-100.0,-33.39011001586914,100.0,-100.0,56.764793395996094,100.0,100.0,-23.268508911132812,35.91758728027344,-92.37591552734375,-100.0,50.63800048828125,-100.0,-58.13887023925781,-100.0,100.0,38.606201171875,-100.0,-32.3347282409668,100.0,-63.752628326416016,17.57212257385254,-100.0,-73.25437927246094,-100.0,-100.0,100.0
2019-02-12,97.26905822753906,-100.0,100.0,100.0,99.57449340820312,-100.0,11.131513595581055,100.0,100.0,96.75599670410156,69.38800811767578,30.683494567871094,-69.8800048828125,-18.77219009399414,-100.0,-49.177337646484375,97.93773651123047,-100.0,100.0,97.60031127929688,70.29645538330078,100.0,17.610334396362305,36.89759826660156,35.810298919677734,60.038124084472656,-25.763324737548828,-100.0,-100.0,100.0
2019-02-13,100.0,-79.61956024169922,100.0,-75.32777404785156,53.41192626953125,36.197113037109375,-7.4268999099731445,100.0,86.03553771972656,-30.501419067382812,100.0,99.0574722290039,-6.691545486450195,3.37103009223938,-25.01058578491211,-100.0,-100.0,-49.18118667602539,100.0,100.0,-60.18927001953125,-100.0,-33.40114974975586,-79.41678619384766,100.0,-100.0,100.0,-100.0,-100.0,100.0
2019-02-14,46.367156982421875,-100.0,100.0,100.0,-90.33875274658203,82.21562957763672,-67.36746978759766,100.0,100.0,-79.7442398071289,43.68728256225586,-97.84051513671875,-31.301570892333984,-100.0,-73.47086334228516,-100.0,100.0,-100.0,100.0,100.0,-100.0,28.577808380126953,2.522636890411377,93.96105194091797,-100.0,-100.0,49.182655334472656,-100.0,-86.04296112060547,100.0
2019-02-15,-100.0,100.0,100.0,-100.0,-100.0,-100.0,-100.0,-72.19535064697266,18.864643096923828,-83.73080444335938,-100.0,100.0,-100.0,-100.0,-100.0,38.91850280761719,-38.366180419921875,-94.37993621826172,100.0,80.42176818847656,-100.0,100.0,-100.0,16.612075805664062,32.85332489013672,-89.05253601074219,-17.563339233398438,-100.0,-63.106815338134766,100.0
2019-02-19,61.508155822753906,15.132221221923828,100.0,-80.99361419677734,100.0,76.29682159423828,-100.0,100.0,100.0,100.0,-69.79180908203125,18.64796257019043,-100.0,39.863731384277344,-100.0,100.0,35.00653076171875,-5.809926986694336,100.0,100.0,26.988590240478516,100.0,-100.0,-100.0,100.0,16.93426513671875,4.049304962158203,-100.0,-100.0,90.73160552978516
2019-02-20,-100.0,-13.001726150512695,-28.141754150390625,47.478416442871094,38.82685852050781,20.978059768676758,-53.29789352416992,-74.07587432861328,100.0,-100.0,100.0,74.64692687988281,29.519367218017578,88.5785140991211,-100.0,100.0,16.358482360839844,-18.114830017089844,100.0,100.0,18.178998947143555,100.0,-100.0,90.92794799804688,-23.6424503326416,100.0,15.25776195526123,-100.0,-92.01184844970703,100.0
2019-02-21,31.244781494140625,-91.62504577636719,34.69578170776367,-12.889689445495605,57.11522674560547,61.942054748535156,-30.869800567626953,100.0,-36.374366760253906,-1.6754150390625,47.118412017822266,56.57521057128906,100.0,55.174964904785156,100.0,100.0,100.0,-28.170835494995117,100.0,100.0,100.0,100.0,100.0,-58.635746002197266,100.0,-100.0,-56.92636489868164,-100.0,-23.79854393005371,100.0
2019-02-22,-36.755126953125,-100.0,-69.45565795898438,9.831045150756836,92.25523376464844,-59.71516418457031,-100.0,58.730262756347656,100.0,80.15247344970703,100.0,29.5715389251709,-97.07192993164062,-100.0,-34.23558044433594,-100.0,100.0,-100.0,100.0,100.0,-3.9568207263946533,-53.22206115722656,-100.0,57.286964416503906,100.0,52.394222259521484,-100.0,-100.0,32.714508056640625,100.0
2019-02-25,-100.0,34.43578338623047,100.0,56.14588165283203,100.0,-100.0,-100.0,87.5989990234375,100.0,-100.0,83.20126342773438,-77.52796173095703,33.7003173828125,-97.91060638427734,-76.02979278564453,-100.0,-100.0,-100.0,100.0,100.0,-100.0,9.530085563659668,-35.650794982910156,-100.0,-84.39022827148438,63.69215393066406,-70.0484848022461,-100.0,56.34928894042969,41.52557373046875
2019-02-26,-100.0,53.429813385009766,24.01547622680664,46.458587646484375,-100.0,-82.4989242553711,-100.0,60.35525894165039,-56.54375457763672,-16.25518798828125,-92.70923614501953,-30.92414665222168,100.0,11.071139335632324,-86.7309341430664,-31.880247116088867,53.3554801940918,-100.0,100.0,100.0,-29.914012908935547,-28.3541316986084,100.0,81.09794616699219,63.47351837158203,-84.12155151367188,-55.00209426879883,-100.0,-86.58113098144531,19.782447814941406
2019-02-27,9.630172729492188,30.795639038085938,-3.2216668128967285,81.45704650878906,-33.812477111816406,-100.0,-38.09760665893555,65.00282287597656,-88.32368469238281,-26.618253707885742,22.906044006347656,100.0,0.3196418285369873,-10.908990859985352,-100.0,-2.5651307106018066,100.0,-100.0,100.0,84.39910125732422,72.68638610839844,-33.90611267089844,-100.0,7.742489337921143,100.0,-100.0,100.0,-100.0,-100.0,67.8998794555664
2019-02-28,-37.137542724609375,44.99150848388672,-43.99695587158203,-100.0,-5.322171688079834,-66.60000610351562,-100.0,64.58297729492188,100.0,-100.0,100.0,-33.0050163269043,-10.258179664611816,-98.80360412597656,100.0,-100.0,-100.0,-100.0,100.0,100.0,-82.0252685546875,-84.86637878417969,-54.26875305175781,1.4276444911956787,100.0,-100.0,30.3284854888916,-72.4300765991211,63.40469741821289,58.046173095703125
2019-03-01,-100.0,9.336641311645508,100.0,-83.56768798828125,100.0,15.95648193359375,-100.0,24.747455596923828,60.75337600708008,100.0,-18.529695510864258,100.0,86.07464599609375,15.862411499023438,100.0,-100.0,-61.15521240234375,-100.0,100.0,100.0,1.030096411705017,100.0,100.0,47.72821807861328,-50.988853454589844,63.46017837524414,-12.993569374084473,-100.0,-96.83702850341797,100.0
2019-03-04,-100.0,51.0244140625,-41.9508056640625,77.91564178466797,0.8358970284461975,-72.19605255126953,-100.0,-24.784231185913086,100.0,-31.571256637573242,100.0,-28.073333740234375,-36.322593688964844,-100.0,-59.714542388916016,46.755680084228516,-34.46939468383789,-96.79510498046875,100.0,100.0,-23.699460983276367,68.60504913330078,-31.094623565673828,59.3336181640625,100.0,8.6320161819458,73.65350341796875,-100.0,-11.275470733642578,-5.257964134216309
2019-03-05,-100.0,24.993228912353516,72.71150207519531,77.40745544433594,88.85633087158203,-36.69701385498047,-98.32992553710938,-33.76362228393555,50.85676193237305,17.795164108276367,100.0,-44.08116149902344,75.14374542236328,-100.0,-100.0,100.0,-100.0,-100.0,100.0,100.0,-100.0,100.0,47.774593353271484,78.56854248046875,100.0,100.0,-100.0,-100.0,-100.0,100.0
2019-03-06,60.86931228637695,32.01003646850586,50.327735900878906,-100.0,-100.0,-100.0,-100.0,100.0,53.638587951660156,23.009878158569336,-100.0,100.0,-100.0,-100.0,84.80355834960938,-63.55290985107422,-82.4110336303711,-100.0,69.49906158447266,100.0,68.52586364746094,-16.35846519470215,76.73107147216797,35.75399398803711,-22.696781158447266,-29.594820022583008,29.7786865234375,-100.0,83.43934631347656,100.0
2019-03-07,-100.0,-54.426353454589844,-95.4169692993164,-100.0,-100.0,-60.46248245239258,-72.8873062133789,100.0,-38.16939163208008,100.0,23.20343017578125,17.497058868408203,-59.41461181640625,-100.0,-88.57521057128906,100.0,10.947508811950684,-100.0,100.0,100.0,100.0,-49.63859176635742,27.77431869506836,-9.431818008422852,49.08325958251953,-75.35914611816406,-73.53257751464844,-100.0,-22.215667724609375,76.79174041748047
2019-03-08,52.92180633544922,-100.0,100.0,-49.1760139465332,-72.27552032470703,-14.134764671325684,-43.26251220703125,-36.731529235839844,100.0,100.0,-65.58626556396484,-35.5450325012207,100.0,-100.0,21.75995635986328,36.69296646118164,78.2024917602539,-100.0,21.935474395751953,100.0,100.0,-100.0,100.0,100.0,-100.0,-100.0,-34.45206832885742,-62.44419860839844,-100.0,88.97921752929688
2019-03-11,-53.57575988769531,-100.0,91.32476043701172,-47.17793273925781,-29.754806518554688,-100.0,22.498489379882812,100.0,100.0,100.0,100.0,100.0,-53.924434661865234,-74.7393569946289,70.91670989990234,100.0,-53.16846466064453,-100.0,100.0,-76.78923797607422,-56.14006042480469,63.80558776855469,-86.98722839355469,95.10465240478516,100.0,-80.1727523803711,-42.49419021606445,-100.0,-97.00617980957031,1.0432958602905273
2019-03-12,40.4755973815918,-29.59621810913086,58.42878341674805,-64.516357421875,61.17226028442383,-100.0,-100.0,100.0,81.80725860595703,-100.0,-0.9556505680084229,-26.035457611083984,-97.95279693603516,-100.0,100.0,100.0,68.22319793701172,-100.0,100.0,-73.71383666992188,33.874916076660156,79.17350769042969,5.221277236938477,85.2125015258789,100.0,20.510774612426758,-100.0,-95.03050994873047,-100.0,100.0
2019-03-13,-63.93381881713867,-2.910050868988037,100.0,29.823442459106445,72.55691528320312,54.494346618652344,-83.24995422363281,-1.2865424156188965,-51.32573699951172,18.388694763183594,-93.63203430175781,51.810203552246094,-100.0,100.0,-53.3798828125,-13.285335540771484,-77.0687255859375,-100.0,100.0,-57.29341506958008,40.4591064453125,9.353500366210938,36.893898010253906,-24.40158462524414,100.0,-8.251055717468262,-79.92879486083984,-100.0,-100.0,100.0
2019-03-14,57.136009216308594,-67.30558013916016,37.931610107421875,-49.40718078613281,-25.672382354736328,-26.623624801635742,-100.0,100.0,100.0,100.0,27.50404167175293,100.0,6.372851371765137,-100.0,-61.38722229003906,-50.75835037231445,-67.62098693847656,-100.0,100.0,41.05208969116211,1.9326471090316772,100.0,-18.123247146606445,61.55381774902344,-97.9905776977539,59.968780517578125,-14.106707572937012,-100.0,-25.130712509155273,71.50858306884766
2019-03-15,-100.0,-46.48883819580078,20.771575927734375,-37.52521514892578,-95.42784881591797,-71.27754974365234,-100.0,-71.92431640625,11.11277961730957,39.20815658569336,-100.0,86.07950592041016,-100.0,35.600215911865234,-70.42854309082031,100.0,34.64423370361328,-100.0,100.0,100.0,100.0,26.68418312072754,12.77204704284668,100.0,10.999959945678711,22.109100341796875,-81.25171661376953,-34.796024322509766,-100.0,-40.06698226928711
2019-03-18,-18.575794219970703,80.34767150878906,39.599098205566406,-44.14027404785156,-2.5053036212921143,75.51427459716797,85.4481201171875,87.36853790283203,100.0,-99.47147369384766,-53.48825454711914,30.37310791015625,-100.0,-100.0,-100.0,100.0,-100.0,-47.85222244262695,78.64991760253906,100.0,-100.0,36.83875274658203,33.515987396240234,83.45292663574219,100.0,8.948314666748047,100.0,-100.0,-100.0,-100.0
2019-03-19,45.44952392578125,-60.566734313964844,100.0,78.26978302001953,21.440143585205078,100.0,-100.0,-39.121734619140625,-7.904619216918945,100.0,100.0,80.033447265625,-52.57676696777344,-100.0,-26.19539451599121,-65.31299591064453,-84.22357177734375,-21.92314910888672,100.0,100.0,76.50233459472656,59.33061218261719,-100.0,-95.84115600585938,32.011104583740234,-100.0,-53.484336853027344,-100.0,-100.0,95.74490356445312
2019-03-20,72.95223236083984,-19.426244735717773,100.0,22.745235443115234,93.54761505126953,76.26758575439453,-6.750237941741943,100.0,-36.58277893066406,-1.5294313430786133,-100.0,100.0,12.24311637878418,-100.0,5.549746513366699,44.300018310546875,73.3193130493164,-100.0,100.0,61.06674575805664,-13.66741943359375,-42.125308990478516,-29.24300765991211,100.0,22.438358306884766,28.405364990234375,-59.95528030395508,-100.0,-100.0,100.0
2019-03-21,36.97469711303711,100.0,100.0,-100.0,77.49440002441406,-62.427734375,-97.84244537353516,100.0,-100.0,100.0,100.0,2.4609923362731934,-100.0,-100.0,33.34843063354492,53.217529296875,-93.62834930419922,-100.0,100.0,43.37574768066406,-94.48797607421875,100.0,-53.333580017089844,-77.6279067993164,-100.0,100.0,96.83602142333984,-100.0,-100.0,100.0
2019-03-22,100.0,15.289518356323242,84.64356994628906,-100.0,51.215816497802734,-61.50334930419922,-100.0,-49.4323844909668,100.0,100.0,-100.0,100.0,-3.345820426940918,-4.946601390838623,-100.0,-45.89515686035156,-88.51553344726562,-100.0,86.85944366455078,56.28791427612305,100.0,100.0,-53.641273498535156,-0.28767549991607666,15.384191513061523,-89.28057098388672,100.0,-100.0,-100.0,79.64286804199219
2019-03-25,-100.0,40.61906814575195,-35.052303314208984,-100.0,74.73632049560547,65.43990325927734,-75.70879364013672,-31.513309478759766,78.03099822998047,100.0,-10.978843688964844,100.0,-22.254613876342773,-97.476806640625,-100.0,29.967884063720703,-17.153932571411133,-100.0,-11.324214935302734,100.0,-59.98651885986328,-41.45174026489258,-100.0,46.204071044921875,-42.471885681152344,71.9111099243164,100.0,-100.0,-98.78748321533203,100.0
2019-03-26,-100.0,-100.0,100.0,-2.7126569747924805,-29.809608459472656,-11.604445457458496,-100.0,100.0,-100.0,-7.236266136169434,100.0,100.0,-4.350063323974609,-43.947120666503906,-55.55563735961914,-40.311187744140625,100.0,-100.0,100.0,100.0,-9.400460243225098,100.0,-8.932649612426758,33.056575775146484,100.0,65.77899169921875,100.0,-93.04624938964844,54.62074279785156,100.0
2019-03-27,10.405135154724121,-4.632565498352051,-22.05796241760254,-57.05839538574219,77.87679290771484,-100.0,-100.0,100.0,100.0,100.0,22.881311416625977,100.0,91.58435821533203,-100.0,-100.0,100.0,100.0,-100.0,-0.34084320068359375,100.0,49.26913833618164,100.0,100.0,-100.0,100.0,-67.24317169189453,100.0,-47.920143127441406,-34.691253662109375,100.0
2019-03-28,100.0,-100.0,-47.83483123779297,-15.382499694824219,-42.47488021850586,-10.436772346496582,-37.47466278076172,100.0,-17.764747619628906,43.05632019042969,-72.86367797851562,-6.665104866027832,100.0,-66.6343765258789,100.0,59.91234588623047,49.292789459228516,-91.86514282226562,100.0,27.7275447845459,-100.0,100.0,41.65172576904297,27.654085159301758,-13.885391235351562,-100.0,-100.0,-100.0,-100.0,100.0
2019-03-29,21.7745361328125,20.758581161499023,-84.43859100341797,-17.9023380279541,-59.58696746826172,-100.0,-100.0,100.0,-16.886503219604492,76.9432601928711,97.42779541015625,7.472353935241699,12.79885196685791,-100.0,26.067913055419922,100.0,-100.0,-100.0,100.0,100.0,100.0,100.0,48.74773025512695,81.84786987304688,100.0,-100.0,-85.02691650390625,-100.0,-46.98628616333008,100.0
2019-04-01,-58.92646408081055,68.9632797241211,26.101530075073242,-22.15915870666504,-95.72747039794922,91.69092559814453,-100.0,100.0,11.31843376159668,-37.80087661743164,64.23202514648438,45.102684020996094,-96.01690673828125,-100.0,-71.50582122802734,100.0,-100.0,-65.68850708007812,99.8309555053711,100.0,12.756815910339355,-46.420265197753906,-35.615116119384766,-87.11180877685547,82.30529022216797,100.0,65.43986511230469,-100.0,-98.19754028320312,100.0
2019-04-02,-9.0009126663208,19.571638107299805,61.064697265625,-47.038551330566406,-32.663665771484375,-90.22046661376953,-100.0,100.0,100.0,-100.0,11.906573295593262,-52.31840133666992,-12.910917282104492,4.938477516174316,-100.0,42.10237121582031,-14.238893508911133,-100.0,100.0,-20.170164108276367,-20.108003616333008,-58.222747802734375,-100.0,100.0,100.0,-100.0,-100.0,-100.0,-100.0,-14.885795593261719
2019-04-03,-100.0,-68.95344543457031,100.0,-31.284669876098633,100.0,16.613916397094727,-96.91598510742188,100.0,100.0,-79.2453842163086,48.337284088134766,100.0,-82.3365707397461,-100.0,32.63112258911133,-100.0,-76.90798950195312,-100.0,100.0,21.136642456054688,-100.0,-67.6836166381836,-100.0,-30.065664291381836,100.0,100.0,46.52756881713867,-100.0,-20.051658630371094,57.45475387573242
2019-04-04,81.47785949707031,-100.0,100.0,82.64149475097656,-100.0,-71.40479278564453,-84.49457550048828,100.0,-42.89822006225586,-28.352569580078125,22.342975616455078,-100.0,-100.0,100.0,3.256016969680786,-61.24691390991211,12.546072959899902,-0.5034327507019043,-26.128314971923828,100.0,79.73238372802734,-65.72787475585938,23.66948127746582,-100.0,100.0,75.93913269042969,95.29248809814453,-100.0,-100.0,53.6461181640625
