,0
Annual return,0.6028182388383092
Cumulative returns,1.4699881051364962
Annual volatility,0.3486224726581608
Sharpe ratio,1.5314136913851615
Calmar ratio,1.9181990568420832
Stability,0.8922936116446957
Max drawdown,-0.3142626082981838
Omega ratio,1.3752552653968353
Sortino ratio,2.28892886913818
Skew,
Kurtosis,
Tail ratio,0.9714157149388203
Daily value at risk,-0.041803710878847794
Alpha,0.0
Beta,1.0
