,date,actions,close_price,daily_return
0,2019-01-02,[100.],38.56256103515625,
1,2019-01-03,[100.],34.721450805664055,-0.09960723889656542
2,2019-01-04,[100.],36.20367813110352,0.04268909538761778
3,2019-01-07,[100.],36.12310409545898,-0.002225575958132331
4,2019-01-08,[100.],36.81171798706055,0.019062976697180822
5,2019-01-09,[100.],37.43684387207031,0.016981709064203487
6,2019-01-10,[100.],37.5565071105957,0.0031964029589222065
7,2019-01-11,[100.],37.18777084350586,-0.009818172547409576
8,2019-01-14,[100.],36.628578186035156,-0.015037003960896356
9,2019-01-15,[100.],37.37824249267578,0.020466650461645308
10,2019-01-16,[100.],37.83488082885742,0.012216688258446462
11,2019-01-17,[100.],38.05953598022461,0.005937778749281586
12,2019-01-18,[100.],38.29394912719727,0.006159117312792839
13,2019-01-22,[100.],37.43441009521485,-0.02244581850587868
14,2019-01-23,[100.],37.5858039855957,0.004044244052351376
15,2019-01-24,[100.],37.28788757324219,-0.007926301442632178
16,2019-01-25,[100.],38.52349090576172,0.03313685523462584
17,2019-01-28,[100.],38.16697692871094,-0.009254456661856092
18,2019-01-29,[100.],37.771385192871094,-0.010364764717382235
19,2019-01-30,[100.],40.35247802734375,0.0683346088922312
20,2019-01-31,[100.],40.64306640625,0.007201252391720203
21,2019-02-01,[100.],40.66260528564453,0.0004807432391844557
22,2019-02-04,[100.],41.81762313842773,0.02840491514671739
23,2019-02-05,[100.],42.533103942871094,0.017109552163568242
24,2019-02-06,[100.],42.54775619506836,0.00034449054592733397
25,2019-02-07,[100.],41.74192428588867,-0.018939468993034447
26,2019-02-08,[100.],41.790977478027344,0.001175154068190798
27,2019-02-11,[100.],41.55064010620117,-0.0057509392297065975
28,2019-02-12,[100.],41.908687591552734,0.00861713524596519
29,2019-02-13,[100.],41.73456573486328,-0.004154791445307615
30,2019-02-14,[100.],41.88661575317383,0.0036432634587959534
31,2019-02-15,[100.],41.79342651367188,-0.0022247975355919047
32,2019-02-19,[100.],41.918495178222656,0.00299254392338133
33,2019-02-20,[100.],42.188255310058594,0.006435348661468332
34,2019-02-21,[100.],41.95037841796875,-0.005638462419021328
35,2019-02-22,[100.],42.41878128051758,0.011165640936106502
36,2019-02-25,[100.],42.727783203125,0.007284554465720738
37,2019-02-26,[100.],42.75230026245117,0.00057379666081947
38,2019-02-27,[100.],42.88473510742188,0.0030977244302110574
39,2019-02-28,[100.],42.46292495727539,-0.00983590429298209
40,2019-03-01,[100.],42.90925979614258,0.01051116566548993
41,2019-03-04,[100.],43.12506484985352,0.005029335270200663
42,2019-03-05,[100.],43.04658889770508,-0.0018197294872870362
43,2019-03-06,[100.],42.79890060424805,-0.005753958671281256
44,2019-03-07,[100.],42.30351638793945,-0.011574694894368909
45,2019-03-08,[100.],42.40406799316406,0.0023769089146754574
46,2019-03-11,[100.],43.87303924560547,0.03464222471952971
47,2019-03-12,[100.],44.36597442626953,0.011235491981865353
48,2019-03-13,[100.],44.56216430664063,0.004422079823742875
49,2019-03-14,[100.],45.05754089355469,0.011116528889963062
50,2019-03-15,[100.],45.64365768432617,0.013008184182890625
51,2019-03-18,[100.],46.10961532592773,0.01020859556927145
52,2019-03-19,[100.],45.74420928955078,-0.007924725326682092
53,2019-03-20,[100.],46.143943786621094,0.00873847210999057
54,2019-03-21,[100.],47.84343719482422,0.03683025915734306
55,2019-03-22,[100.],46.85268020629883,-0.02070831542664686
56,2019-03-25,[92.00349],46.28617858886719,-0.012091125095453625
57,2019-03-26,[100.],45.807960510253906,-0.010331768428346821
58,2019-03-27,[100.],46.21996307373047,0.008994125887449966
59,2019-03-28,[100.],46.2812728881836,0.0013264790877338672
60,2019-03-29,[100.],46.58291625976562,0.0065176118278076345
61,2019-04-01,[100.],46.89927673339844,0.006791341097424297
62,2019-04-02,[100.],47.5810432434082,0.014536823539631705
63,2019-04-03,[100.],47.90720748901367,0.0068549200137737465
64,2019-04-04,[100.],47.99058532714844,0.0017404028016845263
65,2019-04-05,[100.],48.31184387207031,0.006694199346223284
66,2019-04-08,[100.],49.07207870483398,0.015735992912561336
67,2019-04-09,[100.],48.92494201660156,-0.002998378958377401
68,2019-04-10,[100.],49.199607849121094,0.005614024691666053
69,2019-04-11,[100.],48.79005813598633,-0.0083242475100761
70,2019-04-12,[100.],48.77044296264648,-0.00040203217805523384
71,2019-04-15,[100.],48.85872268676758,0.0018101070804035224
72,2019-04-16,[100.],48.86362838745117,0.0001004058316269596
73,2019-04-17,[100.],49.81515502929688,0.019473106546669783
74,2019-04-18,[100.],49.994178771972656,0.003593760625064668
75,2019-04-22,[100.],50.15848922729492,0.003286591746445078
76,2019-04-23,[100.],50.88193893432617,0.014423275464954921
77,2019-04-24,[100.],50.80346298217773,-0.0015423144988585546
78,2019-04-25,[100.],50.3424186706543,-0.009075056786683411
79,2019-04-26,[100.],50.10208511352539,-0.00477397716429151
80,2019-04-29,[100.],50.17810440063477,0.0015172878920535204
81,2019-04-30,[100.],49.21186447143555,-0.019256206282415977
82,2019-05-01,[100.],51.62746047973633,0.04908564294902673
