,date,open,high,low,close,volume,tic,macd,rsi_30,cci_30,dx_30,daily_return
565,2012-07-27,6.53,6.6,6.51,6.57,13882155,AKBNK,0.07473249037853513,55.852239901553666,93.67906408241502,21.90896379269389,0.009216589861751334
566,2012-07-30,6.6,6.64,6.53,6.6,16366835,AKBNK,0.0850981832302855,56.32898765877386,102.94117647058656,24.68728283309818,0.004566210045662045
567,2012-07-31,6.6,6.64,6.47,6.55,18133864,AKBNK,0.08826106870410388,55.299378862072835,84.62694041061398,17.958080579626408,-0.007575757575757569
568,2012-08-01,6.55,6.58,6.53,6.57,8560656,AKBNK,0.09132873032941369,55.63493460220508,84.28510998307672,17.958080579626408,0.003053435114503955
569,2012-08-02,6.57,6.6,6.41,6.47,18484140,AKBNK,0.08471417769591572,53.555485308444,49.60541149943373,5.006706553019397,-0.015220700152207112
570,2012-08-03,6.49,6.6,6.41,6.6,23853224,AKBNK,0.08893680252498903,55.7782977460137,69.25858951175114,5.006706553019388,0.020092735703245657
571,2012-08-06,6.6,6.74,6.58,6.62,24457572,AKBNK,0.09282704360161276,56.11258383334236,131.88376346270715,17.135822655915984,0.003030303030303161
572,2012-08-07,6.62,6.68,6.55,6.57,14971055,AKBNK,0.0908284912416848,55.03661953268101,102.02253899544418,13.807212682712974,-0.007552870090634434
573,2012-08-08,6.55,6.6,6.51,6.55,10827470,AKBNK,0.08663214974895705,54.60336783510288,66.96854146805964,9.37722507181989,-0.003044140030441511
574,2012-08-09,6.58,6.62,6.45,6.51,14018258,AKBNK,0.07916627365352724,53.728293747871206,43.92764857880728,2.951524812881083,-0.006106870229007688
575,2012-08-10,6.47,6.57,6.45,6.57,14208269,AKBNK,0.07720108555991612,54.851055252022945,43.53632478632113,2.9515248128810745,0.009216589861751334
576,2012-08-13,6.57,6.64,6.55,6.58,10441229,AKBNK,0.07557934462549376,55.039150797790086,87.85458551362795,10.000226938297377,0.0015220700152207556
577,2012-08-14,6.6,6.62,6.49,6.51,13639312,AKBNK,0.06786340121960066,53.427333891662634,44.11214953270578,3.136652036514801,-0.010638297872340496
578,2012-08-15,6.51,6.6,6.41,6.6,16811500,AKBNK,0.06822426150023198,55.173349019393896,40.78212290502434,5.28643721278648,0.01382488479262678
579,2012-08-16,6.62,6.78,6.6,6.72,16869560,AKBNK,0.07730215190243328,57.37738647860983,165.49040897574795,11.999393394675348,0.0181818181818183
580,2012-08-17,6.78,6.89,6.76,6.88,12770858,AKBNK,0.09629705575712233,60.084381950531416,249.12891986062394,20.52335038734762,0.023809523809523725
581,2012-08-22,6.88,6.97,6.78,6.93,15660942,AKBNK,0.11407030458051359,60.887421943515335,250.07500750074797,26.08911677651718,0.007267441860465018
582,2012-08-23,6.97,6.99,6.88,6.88,11866870,AKBNK,0.1227066641477812,59.64605746001281,235.04915346804853,27.446945000111366,-0.00721500721500723
583,2012-08-24,6.88,7.01,6.84,6.86,11635805,AKBNK,0.12647923458768862,59.147071615512445,197.0123668421681,22.630478393058578,-0.0029069767441859407
584,2012-08-27,6.88,6.91,6.82,6.86,13913589,AKBNK,0.12799359337009175,59.147071615512445,155.88571428571254,20.202491741203747,0.0
585,2012-08-28,6.88,6.91,6.84,6.88,14604990,AKBNK,0.1293168819503796,59.50956942922828,143.73412362404545,20.202491741203755,0.002915451895043608
586,2012-08-29,6.88,6.91,6.82,6.88,9255172,AKBNK,0.12887994984718176,59.50956942922828,125.86547972304504,17.543159347579085,0.0
587,2012-08-31,6.86,6.95,6.8,6.95,25181860,AKBNK,0.13265295233217245,60.8119862852412,124.32058959004891,21.26715192566472,0.010174418604651292
588,2012-09-03,6.93,6.95,6.88,6.91,13175067,AKBNK,0.13090641066278064,59.67725851001656,116.36347923778112,21.267151925664727,-0.0057553956834532904
589,2012-09-04,6.93,6.95,6.88,6.88,8591090,AKBNK,0.1256530642190956,58.82562340504473,102.30571452268248,21.267151925664734,-0.00434153400868309
590,2012-09-05,6.88,6.99,6.84,6.97,22339070,AKBNK,0.12728473792596073,60.57183076563323,104.22271133936464,21.26715192566473,0.013081395348837122
591,2012-09-06,6.99,7.03,6.91,7.01,22187008,AKBNK,0.13030345962876488,61.32593153273934,113.22682139500542,25.65153894456862,0.0057388809182210565
592,2012-09-07,7.01,7.07,6.95,6.99,11628888,AKBNK,0.12958817367365416,60.72519375874084,112.37764837070897,29.8286538789432,-0.0028530670470755526
593,2012-09-10,7.03,7.05,6.99,7.01,8886392,AKBNK,0.12914641774103242,61.11919652865888,109.39328096272654,29.8286538789432,0.0028612303290413976
594,2012-09-11,7.01,7.05,6.97,6.99,5968312,AKBNK,0.12573311702184586,60.49142402607309,97.48743718592856,25.790798934162034,-0.0028530670470755526
595,2012-09-12,7.01,7.09,7.01,7.01,14601977,AKBNK,0.12322146412764567,60.90680734231509,102.60115606936328,30.417524360855317,0.0028612303290413976
596,2012-09-13,7.03,7.05,6.89,6.91,9041921,AKBNK,0.11187220372190332,57.76543797539498,66.29581966872802,8.686653182610868,-0.014265335235377985
597,2012-09-14,7.01,7.07,6.99,6.99,14137668,AKBNK,0.1080872025069004,59.494384836527516,86.5287588294646,11.319241972085054,0.011577424023154759
598,2012-09-17,6.99,7.03,6.89,6.95,12118322,AKBNK,0.10069909953210399,58.2607601307958,60.71785078772567,3.543945637673176,-0.005722460658083017
599,2012-09-18,6.95,6.97,6.8,6.82,14762626,AKBNK,0.08339276130931861,54.46391768864851,20.95416276894223,14.523722742940903,-0.018705035971222972
600,2012-09-19,6.86,6.88,6.68,6.74,19343776,AKBNK,0.06250155317113304,52.294360142745255,-24.550000000001013,26.455772465036198,-0.011730205278592365
601,2012-09-20,6.72,6.76,6.66,6.76,6059510,AKBNK,0.04701697069054678,52.78081666797063,-44.8258196721321,28.240457420287612,0.0029673590504450953
602,2012-09-21,6.78,6.95,6.76,6.93,16785160,AKBNK,0.04791062292723147,56.66627711501697,23.054597229066594,2.8858953188898977,0.025147928994082802
603,2012-09-24,6.89,6.91,6.78,6.84,10711505,AKBNK,0.040885300629167176,54.22272177357306,0.24333860566895318,2.885895318889905,-0.012987012987012991
604,2012-09-25,6.86,6.95,6.82,6.95,19117180,AKBNK,0.043690130160550567,56.58954213750423,31.48528405201814,1.7854366155378498,0.016081871345029253
605,2012-09-26,6.88,7.01,6.84,6.84,24722560,AKBNK,0.03661482417903539,53.71647300544759,20.56962025316271,8.450378906208979,-0.015827338129496438
606,2012-09-27,6.88,6.93,6.82,6.88,9350624,AKBNK,0.033845113519114456,54.583855635321314,-0.5458515283864015,5.88992141383395,0.005847953216374213
607,2012-09-28,6.91,6.93,6.8,6.88,12461791,AKBNK,0.03128941299046861,54.5838556353213,-17.7705977382895,3.283286304849606,0.0
608,2012-10-01,6.88,6.99,6.82,6.97,8537708,AKBNK,0.03610999618893107,56.544755876781764,29.803921568624148,10.359709848955346,0.013081395348837122
609,2012-10-02,7.01,7.3,7.01,7.26,34622352,AKBNK,0.06260919959297961,62.01202142082558,295.2656306469057,36.158084094744005,0.04160688665710177
610,2012-10-03,7.26,7.32,7.15,7.15,19183376,AKBNK,0.07388225981446439,59.094634901268854,258.98981500727075,37.40056997390205,-0.015151515151515027
611,2012-10-04,7.17,7.32,7.05,7.3,16992030,AKBNK,0.0938382783946663,61.640376120195846,228.2150228843189,24.454718583740384,0.020979020979020824
612,2012-10-05,7.34,7.57,7.34,7.48,19810130,AKBNK,0.12276292795585331,64.3913942545649,324.6781115879803,39.650400103745696,0.024657534246575352
613,2012-10-08,7.57,7.67,7.51,7.63,15990472,AKBNK,0.1559914946723877,66.4646998578896,319.9381761978354,44.42985185025448,0.020053475935828846
614,2012-10-09,7.65,7.67,7.46,7.57,32417668,AKBNK,0.17546126637710913,64.90103659192766,246.94256922023123,38.56456095279058,-0.007863695937090354
615,2012-10-10,7.53,7.67,7.51,7.61,12455518,AKBNK,0.19190668561725133,65.46142430908918,214.04598086927203,38.56456095279056,0.005284015852047519
616,2012-10-11,7.65,7.9,7.61,7.9,19530880,AKBNK,0.22573820569864633,69.15494950618626,234.48905109488993,49.37170860985889,0.03810775295663604
617,2012-10-12,7.92,7.98,7.88,7.9,12942840,AKBNK,0.24967186723593748,69.15494950618624,221.8438190834677,52.47981642629228,0.0
618,2012-10-15,7.9,7.98,7.8,7.94,9032305,AKBNK,0.26876893120691037,69.63427312612873,185.39682539682508,43.08962093827694,0.005063291139240533
619,2012-10-16,8.02,8.11,8.0,8.02,14094700,AKBNK,0.28704989094249456,70.58015515764826,186.7726369571386,48.58924857893182,0.010075566750629594
620,2012-10-17,8.06,8.13,8.02,8.11,10430796,AKBNK,0.30528084354510376,71.60936556915009,170.6059303824665,49.39351205325414,0.01122194513715713
621,2012-10-18,8.13,8.15,8.0,8.0,10161666,AKBNK,0.30731044067198887,68.57610285798614,143.61702127659507,49.39351205325415,-0.013563501849568338
622,2012-10-19,8.0,8.1,8.0,8.08,7046648,AKBNK,0.3117802339688698,69.5466049483662,129.23352789416825,49.39351205325414,0.010000000000000009
623,2012-10-22,8.04,8.21,8.04,8.13,13948874,AKBNK,0.31571776166336374,70.14280055847549,125.68587105624118,54.20637199252034,0.006188118811881305
624,2012-10-23,8.15,8.15,7.98,8.06,12328092,AKBNK,0.30962075046487936,68.20885125431484,105.70012798214792,46.10454416958987,-0.008610086100861003
625,2012-10-24,8.08,8.1,8.0,8.06,3813612,AKBNK,0.3013154482385474,68.20885125431484,95.94148632353834,46.10454416958988,0.0
626,2012-10-30,8.06,8.17,8.06,8.17,9970866,AKBNK,0.30014957956277666,69.61757419953923,99.4571118349615,49.632364318512,0.013647642679900596
627,2012-10-31,8.19,8.41,8.17,8.37,18548412,AKBNK,0.31177005761380716,71.95498780635465,115.71644042232269,59.37767992218609,0.024479804161566587
628,2012-11-01,8.33,8.46,8.29,8.41,13650998,AKBNK,0.32051236882058465,72.39439149570302,116.22722843898526,61.05575019624364,0.004778972520908198
629,2012-11-02,8.37,8.37,8.19,8.27,13015839,AKBNK,0.3125411041669697,68.50804988693567,95.81238040140592,47.98620858847344,-0.01664684898929847
630,2012-11-05,8.29,8.62,8.17,8.5,17399050,AKBNK,0.3210816677099553,71.14098752807203,109.61768219832717,57.25587764840703,0.02781136638452253
631,2012-11-06,8.5,8.58,8.31,8.31,17875844,AKBNK,0.30895724692215243,66.39705139400147,99.51816721718825,57.25587764840703,-0.022352941176470575
632,2012-11-07,8.37,8.44,8.21,8.21,18853516,AKBNK,0.28795996856222406,64.07084083067252,79.63089542036899,45.41100547068282,-0.01203369434416357
633,2012-11-08,8.25,8.46,8.25,8.44,18503780,AKBNK,0.2865750927125692,66.83540115836291,89.18326564816579,46.27614146258735,0.028014616321558883
634,2012-11-09,8.46,8.5,8.17,8.29,22668636,AKBNK,0.2702584510330679,63.53707993698642,76.8579651261214,36.99287227823679,-0.017772511848341277
635,2012-11-12,8.29,8.29,8.06,8.06,12094396,AKBNK,0.236047310674107,58.92451749239841,45.871893900750784,25.304340618168137,-0.0277442702050662
636,2012-11-13,8.04,8.17,7.98,8.15,12962762,AKBNK,0.21373320001481666,60.09713668456372,36.61037394451134,17.509689815728148,0.011166253101736912
637,2012-11-14,8.15,8.29,8.08,8.1,13842204,AKBNK,0.1898263247117855,59.12704836506843,43.75210887414215,24.991332355944934,-0.00613496932515345
638,2012-11-15,8.1,8.15,8.04,8.13,9217651,AKBNK,0.17132576628676865,59.53249937274972,29.354257782351617,21.078393085831895,0.0037037037037037646
639,2012-11-16,8.11,8.19,8.0,8.02,14515335,AKBNK,0.14610366762002513,57.37371128164877,16.02366933239596,21.078393085831884,-0.013530135301353163
640,2012-11-19,8.04,8.1,7.8,7.88,21225680,AKBNK,0.11350967387690858,54.75930871142175,-32.39755413668424,2.7077693022786247,-0.0174563591022443
641,2012-11-20,7.88,7.94,7.75,7.77,19108930,AKBNK,0.07790458278042678,52.8035705293117,-80.82286770937644,1.294464612548929,-0.013959390862944177
642,2012-11-21,7.77,7.88,7.65,7.65,36590396,AKBNK,0.03954840505206736,50.75775269222424,-122.88705144393255,8.885166707504384,-0.015444015444015302
643,2012-11-22,7.69,7.77,7.61,7.61,24482740,AKBNK,0.005855691389655249,50.088570599117645,-148.65979381443273,11.78586336268573,-0.005228758169934622
644,2012-11-23,7.67,7.8,7.65,7.79,20814484,AKBNK,-0.006249491011263153,52.97465912700813,-124.39066107927782,9.00371998238744,0.023653088042049797
645,2012-11-26,7.79,7.92,7.79,7.9,15656027,AKBNK,-0.006887460231228104,54.633071225317444,-84.90182802978958,1.4805520187535115,0.01412066752246477
646,2012-11-27,7.94,8.08,7.92,7.96,26322528,AKBNK,-0.0025224793040621307,55.51823641148423,-41.53774027191716,13.358113632382631,0.0075949367088608
647,2012-11-28,8.0,8.11,7.94,8.04,18532976,AKBNK,0.007307890132367767,56.6839602613532,-25.366836098590017,15.40233841392838,0.010050251256281229
648,2012-11-29,8.1,8.23,8.1,8.17,15929459,AKBNK,0.025296836099570896,58.511706416918116,30.56168751533013,23.154825281886506,0.016169154228855787
649,2012-11-30,8.19,8.23,8.04,8.11,27177284,AKBNK,0.03431613181633075,57.35618357044358,11.753086419753501,17.404390034562812,-0.007343941248470043
650,2012-12-03,8.11,8.23,8.11,8.23,25444676,AKBNK,0.050564114137823246,59.030174643955846,37.78815290341437,17.404390034562837,0.014796547472256671
651,2012-12-04,8.25,8.42,8.23,8.42,28596656,AKBNK,0.07787448075280601,61.50528085380269,102.38987816307508,29.34254043836185,0.023086269744835963
652,2012-12-05,8.48,8.52,8.27,8.46,30774348,AKBNK,0.10157491635425586,62.0051815572615,117.6840780365015,34.65620946789074,0.004750593824228044
653,2012-12-06,8.42,8.5,8.37,8.42,13746216,AKBNK,0.11579520161061296,61.18324488902017,112.47078818780587,34.65620946789073,-0.004728132387706974
654,2012-12-07,8.33,8.48,8.31,8.44,15999365,AKBNK,0.12721228890137226,61.4475802567342,96.70554532433138,28.053725695110305,0.002375296912114022
655,2012-12-10,8.42,8.52,8.41,8.5,17021100,AKBNK,0.13949391240380216,62.24548213510281,111.60960251869416,30.482826295946484,0.007109004739336511
656,2012-12-11,8.5,8.58,8.5,8.5,24887414,AKBNK,0.14752659278429547,62.24548213510281,117.85714285714299,34.05298318779833,0.0
657,2012-12-12,8.52,8.68,8.52,8.66,15389220,AKBNK,0.16490232136976068,64.35100692526,138.6794122853604,39.581137820051,0.018823529411764683
658,2012-12-13,8.68,8.73,8.56,8.56,19325372,AKBNK,0.16865934722595455,62.11142876245665,130.29827315541635,42.17207188335076,-0.011547344110854452
659,2012-12-14,8.58,8.64,8.42,8.42,9406766,AKBNK,0.15851275099105244,59.13100883543243,87.10698042317634,25.999655860669733,-0.016355140186915973
660,2012-12-17,8.44,8.54,8.41,8.52,22053588,AKBNK,0.15673393341680253,60.530477044846485,84.72086190009814,24.914705568447072,0.01187648456057011
661,2012-12-18,8.56,8.66,8.54,8.56,28165400,AKBNK,0.15674501442367905,61.08192398353048,108.13296961238338,32.38330803869947,0.0046948356807512415
662,2012-12-19,8.6,8.64,8.48,8.48,10003442,AKBNK,0.14858566177181487,59.36586617419092,87.28217670437174,25.700555887230824,-0.009345794392523366
663,2012-12-20,8.42,8.56,8.42,8.42,9847005,AKBNK,0.13571339787908165,58.09945200165852,67.35125339776494,19.26482048936264,-0.007075471698113289
664,2012-12-21,8.37,8.41,8.31,8.41,10344718,AKBNK,0.12328397861407403,57.886545661791565,42.028638188245125,8.38924371815612,-0.001187648456057011
665,2012-12-24,8.42,8.54,8.39,8.48,4897203,AKBNK,0.11772492957608627,58.97518612904163,62.79853479853486,17.852657330508535,0.00832342449464929
666,2012-12-25,8.5,8.56,8.5,8.5,2879126,AKBNK,0.1136233962320663,59.286257360028394,71.09100340038036,19.22489464907347,0.002358490566037652
667,2012-12-26,8.54,8.6,8.52,8.56,5665717,AKBNK,0.11390141544992005,60.222303738236704,76.28552097428954,22.010165270353355,0.007058823529411784
668,2012-12-27,8.56,8.66,8.56,8.56,8265565,AKBNK,0.11282121494595998,60.222303738236704,79.77684797768467,26.096285020408448,0.0
669,2012-12-28,8.64,8.64,8.56,8.6,6843549,AKBNK,0.11388007534945821,60.864230486257945,77.23292959243635,26.096285020408455,0.004672897196261516
670,2012-12-31,8.58,8.64,8.42,8.52,8683195,AKBNK,0.1070301218154519,58.89771424176884,56.08759124087599,10.640489736680067,-0.009302325581395321
671,2013-01-02,8.62,8.7,8.56,8.68,11823412,AKBNK,0.11320716537923126,61.47315798186777,85.91580064288632,15.391541459204683,0.018779342723004744
672,2013-01-03,8.7,8.77,8.64,8.75,17603178,AKBNK,0.1223406648622003,62.53560226164029,107.21046291516107,20.652816203992792,0.008064516129032251
673,2013-01-04,8.7,8.81,8.66,8.7,17571708,AKBNK,0.12411374092592453,61.28676832189484,110.8757893085458,23.55646191893352,-0.005714285714285783
674,2013-01-07,8.72,8.75,8.68,8.73,7217815,AKBNK,0.12648166387128157,61.76074964968086,111.407605070047,23.55646191893352,0.0034482758620690834
675,2013-01-08,8.75,8.83,8.72,8.75,10699732,AKBNK,0.12849092926868444,62.08092766517828,132.21823974512134,29.456145018642548,0.002290950744558984
676,2013-01-09,8.75,8.77,8.66,8.73,18570188,AKBNK,0.12700541436045576,61.547816174245334,109.58904109589056,21.912829476570018,-0.0022857142857142243
677,2013-01-10,8.77,8.81,8.7,8.79,15926007,AKBNK,0.12918051904078176,62.54598216858355,129.68384074941528,25.026136371044032,0.0068728522336767295
678,2013-01-11,8.77,8.81,8.72,8.72,9236456,AKBNK,0.12382847263316599,60.64598115168074,114.75409836065614,25.02613637104403,-0.00796359499431154
679,2013-01-14,8.75,8.91,8.73,8.87,19705270,AKBNK,0.13018993516129207,63.12887033433476,153.7739391663544,32.69224157280379,0.017201834862385246
680,2013-01-15,8.89,8.93,8.83,8.91,9400843,AKBNK,0.13688122420570892,63.759614218659905,172.94520547945348,34.132140878847665,0.004509582863585271
681,2013-01-16,8.91,9.18,8.89,9.18,19252942,AKBNK,0.16210224867975853,67.62667454751546,246.64770418529244,48.77491575256675,0.030303030303030276
682,2013-01-17,9.22,9.51,9.22,9.49,22800168,AKBNK,0.20474433624569954,71.26811670296121,331.59369865661637,61.006435085624645,0.03376906318082784
683,2013-01-18,9.51,9.61,9.41,9.55,14735279,AKBNK,0.2406064352076669,71.9009517540843,307.6923076923093,63.80596123245756,0.006322444678609207
684,2013-01-21,9.57,9.64,9.53,9.57,7639099,AKBNK,0.26755700920684333,72.11275569440363,274.77909081230916,64.62053019364275,0.0020942408376962707
685,2013-01-22,9.57,9.84,9.39,9.68,27269882,AKBNK,0.29439797733489215,73.25957925844574,239.65438835834632,69.51057153298852,0.011494252873563093
686,2013-01-23,9.74,9.78,9.63,9.76,10246377,AKBNK,0.31845402954536084,74.06208227503596,215.4315876630108,69.51057153298852,0.008264462809917328
687,2013-01-24,9.78,9.93,9.59,9.93,15131722,AKBNK,0.34723351170974226,75.6673588900104,197.48407928962308,72.73966791224157,0.01741803278688514
688,2013-01-25,9.93,9.97,9.45,9.55,25330608,AKBNK,0.33551107167659566,66.19424161758116,143.52558234157368,56.23143393719443,-0.038267875125881035
689,2013-01-28,9.55,9.55,8.46,9.01,33990652,AKBNK,0.27942641271413926,55.90529924753649,21.528062269562827,9.294481791162045,-0.056544502617801085
690,2013-01-29,9.04,9.16,8.89,9.12,14376720,AKBNK,0.2410760227838491,57.30379758586263,27.37556561086088,9.294481791162037,0.01220865704772467
691,2013-01-30,9.16,9.16,8.6,8.6,18970968,AKBNK,0.16680063440218262,49.609418077519564,-24.135776759682447,20.460937396275433,-0.05701754385964908
692,2013-01-31,8.58,8.85,8.58,8.62,15367822,AKBNK,0.10830224596181992,49.87719642846555,-44.86020601219167,21.176312915627406,0.0023255813953488857
693,2013-02-01,8.7,8.85,8.66,8.81,12318510,AKBNK,0.0763926567739368,52.364907636151045,-30.353697749195238,21.176312915627413,0.022041763341067444
694,2013-02-04,8.83,8.99,8.79,8.89,11889257,AKBNK,0.05690346117916967,53.37291229950558,-11.527377521612438,13.043782110431994,0.009080590238365494
695,2013-02-05,8.95,9.01,8.64,8.7,8073544,AKBNK,0.025828980742479857,50.73517486990383,-35.635046411590494,19.25066905607067,-0.02137232845894277
696,2013-02-06,8.7,8.83,8.56,8.81,15800817,AKBNK,0.009963459252281481,52.15143148632045,-47.96691936595318,22.408226745875552,0.012643678160919603
697,2013-02-07,8.83,8.87,8.41,8.44,13880176,AKBNK,-0.03209600583835481,47.40902946860429,-81.2140722005049,28.047500944956177,-0.041997729852440546
698,2013-02-08,8.48,8.56,8.29,8.56,18964852,AKBNK,-0.05511016218186526,48.966049151984386,-100.88919288645616,32.257869091342734,0.014218009478673022
699,2013-02-11,8.56,8.56,8.27,8.27,13767832,AKBNK,-0.09564706345177143,45.59156475821116,-118.60412926391334,32.956811345247495,-0.033878504672897325
700,2013-02-12,8.31,8.48,8.21,8.37,20559076,AKBNK,-0.11833954093159349,46.89700393912416,-118.74445430346006,35.10407235306259,0.012091898428053138
701,2013-02-13,8.42,8.56,8.29,8.29,19988988,AKBNK,-0.14115171512881552,45.983922188794175,-109.6992153443761,29.205932533944146,-0.009557945041816063
702,2013-02-14,8.29,8.35,8.13,8.23,14731802,AKBNK,-0.1622022594129202,45.29962665215682,-130.5303190365515,35.24937357578747,-0.007237635705669376
703,2013-02-15,8.25,8.39,8.11,8.33,18324704,AKBNK,-0.16886918431456266,46.667978391478314,-116.78652147113141,32.2326886222698,0.012150668286755817
704,2013-02-18,8.39,8.41,8.29,8.33,7408250,AKBNK,-0.1721681233763679,46.667978391478314,-99.81927710843304,30.674857307187914,0.0
705,2013-02-19,8.33,8.5,8.23,8.48,13558174,AKBNK,-0.1608249203806178,48.726877188462716,-84.7351292004853,23.666597047923577,0.01800720288115243
706,2013-02-20,8.48,8.52,8.39,8.44,12683799,AKBNK,-0.1532959160918601,48.21341690790197,-73.51187040670949,22.110904337728115,-0.004716981132075526
707,2013-02-21,8.39,8.46,8.27,8.31,12076865,AKBNK,-0.1560205319215573,46.56376255129499,-86.46475976818006,27.926100539415543,-0.015402843601895588
708,2013-02-22,8.37,8.37,8.06,8.11,18285416,AKBNK,-0.17233160663802494,44.159094639930416,-107.19815635014882,36.75873047244763,-0.024067388688327473
709,2013-02-25,8.13,8.29,8.08,8.19,11092338,AKBNK,-0.176765279345938,45.32740961015392,-98.45893369268491,36.75873047244763,0.009864364981504226
710,2013-02-26,8.11,8.37,8.06,8.31,20413124,AKBNK,-0.16865188583394897,47.046568874673504,-83.63930339879354,29.832551773992627,0.014652014652014822
711,2013-02-27,8.35,8.39,8.19,8.33,13323131,AKBNK,-0.15877783808713275,47.332107201326785,-71.0965916745249,28.09879811216484,0.002406738868832692
712,2013-02-28,8.37,8.5,8.33,8.46,13450760,AKBNK,-0.138861956369972,49.174935433533605,-48.76556161700905,18.7737585383656,0.015606242496998934
713,2013-03-01,8.48,8.56,8.35,8.5,18626366,AKBNK,-0.11848498970986121,49.7347531388533,-39.2211456361135,13.937659526738777,0.004728132387706863
714,2013-03-04,8.52,8.66,8.46,8.6,21797520,AKBNK,-0.09319266552077288,51.12695233349099,-17.823905478676043,6.231459496508691,0.0117647058823529
715,2013-03-05,8.64,8.7,8.6,8.62,16442232,AKBNK,-0.07071927573706382,51.40541991599221,0.40866366979989116,3.2456076447110975,0.0023255813953488857
716,2013-03-06,8.62,8.89,8.62,8.87,21432210,AKBNK,-0.03236298145367833,54.740085029816946,42.97355473554699,9.648928408334493,0.029002320185614883
717,2013-03-07,8.89,8.95,8.72,8.75,21097752,AKBNK,-0.011515594405969054,52.93630927302848,62.555853440572236,13.303989130276106,-0.013528748590755257
718,2013-03-08,8.79,9.14,8.77,9.12,27250912,AKBNK,0.034464729855409715,57.41244754910917,135.3640123416273,23.746123168525372,0.04228571428571426
719,2013-03-11,9.06,9.22,9.06,9.14,13215336,AKBNK,0.07169188157181416,57.63774078585206,168.90632032405384,27.667372623114726,0.002192982456140413
720,2013-03-12,9.18,9.24,9.08,9.12,11828213,AKBNK,0.09844601033455902,57.324032878088694,167.6390386200783,28.6479295835065,-0.002188183807440014
721,2013-03-13,9.14,9.16,8.99,8.99,8964848,AKBNK,0.10791496010212853,55.30016769826876,131.42804855731202,20.772353600190712,-0.01425438596491213
722,2013-03-14,9.02,9.06,8.87,8.89,9448138,AKBNK,0.10612664484763634,53.78898119857341,96.0262957093395,11.080234440488265,-0.011123470522803047
723,2013-03-15,8.95,9.08,8.91,9.01,16931376,AKBNK,0.11308877227106606,55.30517042145983,106.06833248342741,12.333654279613954,0.013498312710910954
724,2013-03-18,8.91,9.08,8.91,9.04,12143404,AKBNK,0.11964783196439654,55.68123186421146,105.65848773159806,12.33365427961396,0.0033296337402886067
725,2013-03-19,9.06,9.1,8.81,8.85,26269120,AKBNK,0.10826649318322445,52.77211209555659,80.33475084505586,3.960947525106802,-0.02101769911504414
726,2013-03-20,8.89,8.89,8.75,8.75,22122252,AKBNK,0.09013847569731226,51.312473387690076,49.10063198833344,0.7821364237896481,-0.011299435028248594
727,2013-03-21,8.75,8.93,8.72,8.83,20404516,AKBNK,0.0812901602801741,52.4020122664944,52.77238629806498,2.3914538983130864,0.00914285714285712
728,2013-03-22,8.83,8.83,8.68,8.77,14459600,AKBNK,0.06864501104703002,51.50771516063628,34.57724425887349,0.9429365090926736,-0.006795016987542479
729,2013-03-25,8.85,8.89,8.77,8.83,12568103,AKBNK,0.06274188830257721,52.348973492216764,47.55171510866854,4.066380577434939,0.0068415051311288
730,2013-03-26,8.87,9.06,8.81,9.04,19462300,AKBNK,0.07415406406344616,55.16517368411525,75.31587859841198,16.601342403409042,0.02378255945639851
731,2013-03-27,9.08,9.12,8.97,9.04,17128684,AKBNK,0.08225016684972886,55.16517368411525,86.498761354253,20.519473353853073,0.0
732,2013-03-28,9.14,9.24,9.08,9.2,22189112,AKBNK,0.10041947624810277,57.22634833604489,110.16442839701887,27.773970574259334,0.017699115044247815
733,2013-03-29,9.28,9.34,9.24,9.3,8777977,AKBNK,0.12148751664571122,58.46103911208603,130.8703819661876,33.20489395793436,0.010869565217391353
734,2013-04-01,9.3,9.4,9.28,9.34,5681990,AKBNK,0.1398002261692426,58.95134159341329,134.59623748886534,36.27804545609399,0.004301075268817067
735,2013-04-02,9.36,9.36,9.22,9.28,12472224,AKBNK,0.14776830085384063,57.89102821302096,116.0247265810749,29.889849406340353,-0.0064239828693790635
736,2013-04-03,9.28,9.32,9.12,9.12,9825076,AKBNK,0.13956359240611604,55.15441859593091,87.18714182903717,19.878213494019278,-0.017241379310344862
737,2013-04-04,9.16,9.16,8.97,8.97,9530030,AKBNK,0.11957912177150476,52.736682336855296,46.77956690727393,6.692093430943678,-0.016447368421052433
738,2013-04-05,9.01,9.01,8.83,8.83,14116856,AKBNK,0.09139095678118103,50.59527821336848,5.549795694334608,3.8587461075209335,-0.015607580824972156
739,2013-04-08,8.85,9.01,8.77,8.99,23112332,AKBNK,0.08102825250920453,52.858387204060655,8.896615195828305,8.025603515767761,0.018120045300113352
740,2013-04-09,9.02,9.06,8.87,8.89,14583018,AKBNK,0.06400871779458761,51.33791490631848,7.806491309029485,4.009950346178543,-0.011123470522803047
741,2013-04-10,8.93,9.01,8.87,8.91,13174203,AKBNK,0.051540322017672224,51.62580821998044,-3.2722513089003384,4.009950346178535,0.0022497187851517886
742,2013-04-11,8.99,9.2,8.99,9.2,16141314,AKBNK,0.0643181849045007,55.56875242487215,70.58001397624095,10.445393111667288,0.032547699214365844
743,2013-04-12,9.2,9.32,9.2,9.32,9155427,AKBNK,0.08316900984541142,57.06673689978927,127.21979621543048,18.127541612169594,0.013043478260869712
